date,hour,dc_output,ac_output
000-05-08,3,0,0
000-05-08,4,0,0
000-05-08,5,89.477,65.571
000-05-08,6,236.501,209.747
000-05-08,7,649.14,613.407
000-05-08,8,1134.733,1086.577
000-05-08,9,1364.301,1309.572
000-05-08,10,1611.62,1549.307
000-05-08,11,1228.932,1178.133
000-05-08,12,1714.878,1649.245
000-05-08,13,2302.055,2215.813
000-05-08,14,1666.056,1602.004
000-05-08,15,1901.069,1829.219
000-05-08,16,1302.8,1249.875
000-05-08,17,556.472,522.882
000-05-08,18,249.215,222.206
000-05-08,19,0,0
000-05-08,20,0,0
000-05-08,21,0,0
000-05-08,22,0,0
000-05-08,23,0,0
000-05-09,0,0,0
000-05-09,1,0,0
000-05-09,2,0,0
000-05-09,3,0,0
000-05-09,4,0,0
000-05-09,5,97.24,73.188
000-05-09,6,406.811,376.526
000-05-09,7,1174.215,1124.96
000-05-09,8,1834.892,1765.285
000-05-09,9,2570.202,2473.571
000-05-09,10,2954.211,2841.636
000-05-09,11,3313.071,3184.459
000-05-09,12,3283.551,3156.3
000-05-09,13,3073.942,2956.138
000-05-09,14,2279.067,2193.687
000-05-09,15,507.854,475.359
000-05-09,16,677.497,641.094
000-05-09,17,587.876,553.568
000-05-09,18,246.315,219.364
000-05-09,19,0,0
000-05-09,20,0,0
000-05-09,21,0,0
000-05-09,22,0,0
000-05-09,23,0,0
000-05-10,0,0,0
000-05-10,1,0,0
000-05-10,2,0,0
000-05-10,3,0,0
000-05-10,4,0,0
000-05-10,5,107.924,83.67
000-05-10,6,283.382,255.681
000-05-10,7,831.781,791.611
000-05-10,8,1113.895,1066.313
000-05-10,9,2134.328,2054.273
000-05-10,10,1760.499,1693.37
000-05-10,11,2426.529,2335.54
000-05-10,12,1596.539,1534.704
000-05-10,13,2601.064,2503.198
000-05-10,14,1967.487,1893.347
000-05-10,15,1866.004,1795.347
000-05-10,16,880.474,839.074
000-05-10,17,329.581,300.928
000-05-10,18,258.126,230.937
000-05-10,19,0,0
000-05-10,20,0,0
000-05-10,21,0,0
000-05-10,22,0,0
000-05-10,23,0,0
000-05-11,0,0,0
000-05-11,1,0,0
000-05-11,2,0,0
000-05-11,3,0,0
000-05-11,4,0,0
000-05-11,5,114.352,89.977
000-05-11,6,250.387,223.354
000-05-11,7,443.644,412.564
000-05-11,8,584.162,549.94
000-05-11,9,792.827,753.627
000-05-11,10,1308.567,1255.474
000-05-11,11,2108.589,2029.461
000-05-11,12,3238.451,3113.264
000-05-11,13,3028.732,2912.917
000-05-11,14,2641.246,2541.76
000-05-11,15,2029.672,1953.355
000-05-11,16,1284.847,1232.443
000-05-11,17,576.028,541.992
000-05-11,18,256.123,228.975
000-05-11,19,3.227,0
000-05-11,20,0,0
000-05-11,21,0,0
000-05-11,22,0,0
000-05-11,23,0,0
000-05-12,0,0,0
000-05-12,1,0,0
000-05-12,2,0,0
000-05-12,3,0,0
000-05-12,4,0,0
000-05-12,5,139.263,114.413
000-05-12,6,200.009,173.979
000-05-12,7,727.695,690.088
000-05-12,8,1557.357,1496.752
000-05-12,9,1554.762,1494.239
000-05-12,10,2057.417,1980.119
000-05-12,11,3363.502,3232.549
000-05-12,12,3277.019,3150.068
000-05-12,13,3083.729,2965.492
000-05-12,14,2477.432,2384.464
000-05-12,15,2052.203,1975.089
000-05-12,16,1323.298,1269.776
000-05-12,17,603.195,568.533
000-05-12,18,249.785,222.764
000-05-12,19,3.67,0
000-05-12,20,0,0
000-05-12,21,0,0
000-05-12,22,0,0
000-05-12,23,0,0
000-05-13,0,0,0
000-05-13,1,0,0
000-05-13,2,0,0
000-05-13,3,0,0
000-05-13,4,0,0
000-05-13,5,144.502,119.551
000-05-13,6,302.334,274.245
000-05-13,7,1103.115,1055.829
000-05-13,8,1941.777,1868.528
000-05-13,9,2608.193,2510.041
000-05-13,10,2016.161,1940.32
000-05-13,11,3227.544,3102.854
000-05-13,12,3370.469,3239.19
000-05-13,13,3052.552,2935.691
000-05-13,14,2035.053,1958.546
000-05-13,15,1934.958,1861.944
000-05-13,16,649.676,613.931
000-05-13,17,656.06,620.164
000-05-13,18,262.669,235.388
000-05-13,19,3.675,0
000-05-13,20,0,0
000-05-13,21,0,0
000-05-13,22,0,0
000-05-13,23,0,0
000-05-14,0,0,0
000-05-14,1,0,0
000-05-14,2,0,0
000-05-14,3,0,0
000-05-14,4,0,0
000-05-14,5,147.064,122.064
000-05-14,6,287.146,259.368
000-05-14,7,339.012,310.163
000-05-14,8,649.016,613.286
000-05-14,9,733.664,695.914
000-05-14,10,873.987,832.752
000-05-14,11,2227.748,2144.276
000-05-14,12,1591.637,1529.956
000-05-14,13,941.132,898.169
000-05-14,14,989.926,945.685
000-05-14,15,1400.131,1344.335
000-05-14,16,794.572,755.33
000-05-14,17,462.443,430.953
000-05-14,18,290.794,262.941
000-05-14,19,5.304,0
000-05-14,20,0,0
000-05-14,21,0,0
000-05-14,22,0,0
000-05-14,23,0,0
000-05-15,0,0,0
000-05-15,1,0,0
000-05-15,2,0,0
000-05-15,3,0,0
000-05-15,4,0,0
000-05-15,5,130.865,106.176
000-05-15,6,473.128,441.403
000-05-15,7,1141.847,1093.493
000-05-15,8,1980.412,1905.823
000-05-15,9,2570.91,2474.25
000-05-15,10,3118.658,2998.87
000-05-15,11,1693.057,1628.133
000-05-15,12,1770.129,1702.681
000-05-15,13,782.219,743.281
000-05-15,14,1801.686,1733.191
000-05-15,15,566.411,532.595
000-05-15,16,740.744,702.821
000-05-15,17,451.398,420.149
000-05-15,18,279.198,251.582
000-05-15,19,8.075,0
000-05-15,20,0,0
000-05-15,21,0,0
000-05-15,22,0,0
000-05-15,23,0,0
000-05-16,0,0,0
000-05-16,1,0,0
000-05-16,2,0,0
000-05-16,3,0,0
000-05-16,4,0,0
000-05-16,5,114.659,90.278
000-05-16,6,433.824,402.958
000-05-16,7,1197.649,1147.736
000-05-16,8,2022.488,1946.425
000-05-16,9,2127.461,2047.653
000-05-16,10,3107.168,2987.892
000-05-16,11,3352.207,3221.78
000-05-16,12,3155.171,3033.751
000-05-16,13,3082.326,2964.152
000-05-16,14,2424.271,2333.369
000-05-16,15,1085.121,1038.326
000-05-16,16,467.937,436.326
000-05-16,17,697.971,661.08
000-05-16,18,151.908,126.814
000-05-16,19,3.15,0
000-05-16,20,0,0
000-05-16,21,0,0
000-05-16,22,0,0
000-05-16,23,0,0
000-05-17,0,0,0
000-05-17,1,0,0
000-05-17,2,0,0
000-05-17,3,0,0
000-05-17,4,0,0
000-05-17,5,135.71,110.928
000-05-17,6,286.177,258.418
000-05-17,7,643.182,607.59
000-05-17,8,1362.988,1308.298
000-05-17,9,2133.347,2053.327
000-05-17,10,2118.162,2038.689
000-05-17,11,3144.887,3023.927
000-05-17,12,3398.117,3265.545
000-05-17,13,2912.758,2801.964
000-05-17,14,830.625,790.484
000-05-17,15,1059.755,1013.648
000-05-17,16,1309.703,1256.578
000-05-17,17,624.539,589.383
000-05-17,18,275.239,247.703
000-05-17,19,8.835,0
000-05-17,20,0,0
000-05-17,21,0,0
000-05-17,22,0,0
000-05-17,23,0,0
000-05-18,0,0,0
000-05-18,1,0,0
000-05-18,2,0,0
000-05-18,3,0,0
000-05-18,4,0,0
000-05-18,5,117.986,93.542
000-05-18,6,442.759,411.698
000-05-18,7,1142.341,1093.974
000-05-18,8,1956.892,1883.12
000-05-18,9,2601.152,2503.282
000-05-18,10,3093.76,2975.079
000-05-18,11,3278.032,3151.035
000-05-18,12,3283.511,3156.262
000-05-18,13,2956.313,2843.646
000-05-18,14,2420.492,2329.736
000-05-18,15,2031.23,1954.858
000-05-18,16,1338.893,1284.913
000-05-18,17,607.056,572.306
000-05-18,18,264.955,237.628
000-05-18,19,10.762,0
000-05-18,20,0,0
000-05-18,21,0,0
000-05-18,22,0,0
000-05-18,23,0,0
000-05-19,0,0,0
000-05-19,1,0,0
000-05-19,2,0,0
000-05-19,3,0,0
000-05-19,4,0,0
000-05-19,5,124.815,100.241
000-05-19,6,435.948,405.036
000-05-19,7,1223.213,1172.576
000-05-19,8,1019.585,974.556
000-05-19,9,2526.544,2431.646
000-05-19,10,2857.015,2748.594
000-05-19,11,2940.912,2828.909
000-05-19,12,2910.046,2799.368
000-05-19,13,1832.504,1762.978
000-05-19,14,1903.141,1831.22
000-05-19,15,2074.036,1996.146
000-05-19,16,1218.835,1168.322
000-05-19,17,606.602,571.862
000-05-19,18,265.353,238.018
000-05-19,19,13.295,0
000-05-19,20,0,0
000-05-19,21,0,0
000-05-19,22,0,0
000-05-19,23,0,0
000-05-20,0,0,0
000-05-20,1,0,0
000-05-20,2,0,0
000-05-20,3,0,0
000-05-20,4,0,0
000-05-20,5,50.238,27.061
000-05-20,6,316.576,288.192
000-05-20,7,558.621,524.982
000-05-20,8,902.409,860.447
000-05-20,9,1304.319,1251.35
000-05-20,10,1178.025,1128.663
000-05-20,11,1269.512,1217.551
000-05-20,12,787.785,748.71
000-05-20,13,690.035,653.334
000-05-20,14,551.674,518.193
000-05-20,15,534.033,500.951
000-05-20,16,459.176,427.757
000-05-20,17,415.905,385.425
000-05-20,18,309.996,281.748
000-05-20,19,17.049,0
000-05-20,20,0,0
000-05-20,21,0,0
000-05-20,22,0,0
000-05-20,23,0,0
000-05-21,0,0,0
000-05-21,1,0,0
000-05-21,2,0,0
000-05-21,3,0,0
000-05-21,4,3.259,0
000-05-21,5,150.017,124.96
000-05-21,6,356.607,327.389
000-05-21,7,826.519,786.481
000-05-21,8,1094.886,1047.824
000-05-21,9,1842.18,1772.328
000-05-21,10,1402.468,1346.603
000-05-21,11,1319.042,1265.644
000-05-21,12,1687.044,1622.315
000-05-21,13,2940.848,2828.848
000-05-21,14,2616.998,2518.491
000-05-21,15,1931.554,1858.658
000-05-21,16,712.403,675.166
000-05-21,17,478.341,446.501
000-05-21,18,255.506,228.37
000-05-21,19,16.639,0
000-05-21,20,0,0
000-05-21,21,0,0
000-05-21,22,0,0
000-05-21,23,0,0
000-05-22,0,0,0
000-05-22,1,0,0
000-05-22,2,0,0
000-05-22,3,0,0
000-05-22,4,3.255,0
000-05-22,5,109.521,85.237
000-05-22,6,124.187,99.625
000-05-22,7,516.521,483.833
000-05-22,8,473.787,442.047
000-05-22,9,654.256,618.403
000-05-22,10,900.417,858.506
000-05-22,11,1423.853,1367.345
000-05-22,12,1513.479,1454.238
000-05-22,13,1109.388,1061.929
000-05-22,14,1368.422,1313.571
000-05-22,15,789.143,750.035
000-05-22,16,909.297,867.158
000-05-22,17,593.362,558.928
000-05-22,18,259.241,232.03
000-05-22,19,16.617,0
000-05-22,20,0,0
000-05-22,21,0,0
000-05-22,22,0,0
000-05-22,23,0,0
000-05-23,0,0,0
000-05-23,1,0,0
000-05-23,2,0,0
000-05-23,3,0,0
000-05-23,4,3.115,0
000-05-23,5,109.02,84.746
000-05-23,6,411.489,381.104
000-05-23,7,953.187,909.911
000-05-23,8,1752.696,1685.824
000-05-23,9,2529.92,2434.889
000-05-23,10,2953.558,2841.01
000-05-23,11,3078.712,2960.697
000-05-23,12,3148.959,3027.817
000-05-23,13,2432.131,2340.926
000-05-23,14,1522.87,1463.339
000-05-23,15,1987.917,1913.065
000-05-23,16,1314.385,1261.123
000-05-23,17,599.963,565.376
000-05-23,18,271.915,244.447
000-05-23,19,18.465,0
000-05-23,20,0,0
000-05-23,21,0,0
000-05-23,22,0,0
000-05-23,23,0,0
000-05-24,0,0,0
000-05-24,1,0,0
000-05-24,2,0,0
000-05-24,3,0,0
000-05-24,4,3.072,0
000-05-24,5,135.624,110.844
000-05-24,6,330.155,301.49
000-05-24,7,1179.203,1129.809
000-05-24,8,1740.499,1674.027
000-05-24,9,1129.232,1081.228
000-05-24,10,2086.875,2008.526
000-05-24,11,582.484,548.3
000-05-24,12,583.891,549.675
000-05-24,13,443.826,412.742
000-05-24,14,561.578,527.872
000-05-24,15,418.358,387.825
000-05-24,16,716.051,678.726
000-05-24,17,535.247,502.138
000-05-24,18,198.056,172.064
000-05-24,19,15.162,0
000-05-24,20,0,0
000-05-24,21,0,0
000-05-24,22,0,0
000-05-24,23,0,0
000-05-25,0,0,0
000-05-25,1,0,0
000-05-25,2,0,0
000-05-25,3,0,0
000-05-25,4,5.72,0
000-05-25,5,180.204,154.562
000-05-25,6,258.721,231.52
000-05-25,7,566.043,532.235
000-05-25,8,778.754,739.901
000-05-25,9,1388.591,1333.14
000-05-25,10,1427.413,1370.798
000-05-25,11,1713.781,1648.183
000-05-25,12,1909.253,1837.122
000-05-25,13,1848.54,1778.474
000-05-25,14,1656.92,1593.161
000-05-25,15,1758.469,1691.406
000-05-25,16,1326.811,1273.186
000-05-25,17,626.487,591.285
000-05-25,18,276.073,248.52
000-05-25,19,24.528,1.822
000-05-25,20,0,0
000-05-25,21,0,0
000-05-25,22,0,0
000-05-25,23,0,0
000-05-26,0,0,0
000-05-26,1,0,0
000-05-26,2,0,0
000-05-26,3,0,0
000-05-26,4,3.161,0
000-05-26,5,63.666,40.241
000-05-26,6,322.509,294.002
000-05-26,7,826.589,786.55
000-05-26,8,1948.068,1874.601
000-05-26,9,2577.771,2480.838
000-05-26,10,2975.975,2862.458
000-05-26,11,3233.771,3108.798
000-05-26,12,2992.8,2878.553
000-05-26,13,3007.656,2892.762
000-05-26,14,2412.629,2322.177
000-05-26,15,1066.79,1020.493
000-05-26,16,419.974,389.407
000-05-26,17,303.878,275.757
000-05-26,18,161.381,136.105
000-05-26,19,15.244,0
000-05-26,20,0,0
000-05-26,21,0,0
000-05-26,22,0,0
000-05-26,23,0,0
000-05-27,0,0,0
000-05-27,1,0,0
000-05-27,2,0,0
000-05-27,3,0,0
000-05-27,4,8.77,0
000-05-27,5,177.924,152.327
000-05-27,6,386.215,356.37
000-05-27,7,961.754,918.253
000-05-27,8,1647.165,1583.719
000-05-27,9,2595.52,2497.876
000-05-27,10,3081.686,2963.54
000-05-27,11,3229.49,3104.711
000-05-27,12,3255.227,3129.274
000-05-27,13,2681.663,2580.533
000-05-27,14,2480.96,2387.854
000-05-27,15,2008.867,1933.282
000-05-27,16,1042.259,996.623
000-05-27,17,657.556,621.626
000-05-27,18,263.224,235.932
000-05-27,19,26.424,3.683
000-05-27,20,0,0
000-05-27,21,0,0
000-05-27,22,0,0
000-05-27,23,0,0
000-05-28,0,0,0
000-05-28,1,0,0
000-05-28,2,0,0
000-05-28,3,0,0
000-05-28,4,3.071,0
000-05-28,5,70.666,47.111
000-05-28,6,137.8,112.978
000-05-28,7,685.576,648.981
000-05-28,8,1046.606,1000.853
000-05-28,9,1482.183,1423.904
000-05-28,10,2694.016,2592.381
000-05-28,11,3284.24,3156.957
000-05-28,12,1749.9,1683.119
000-05-28,13,1514.537,1455.263
000-05-28,14,2411.808,2321.387
000-05-28,15,2068.749,1991.047
000-05-28,16,1344.044,1289.913
000-05-28,17,616.406,581.439
000-05-28,18,273.454,245.954
000-05-28,19,29.959,7.154
000-05-28,20,0,0
000-05-28,21,0,0
000-05-28,22,0,0
000-05-28,23,0,0
000-05-29,0,0,0
000-05-29,1,0,0
000-05-29,2,0,0
000-05-29,3,0,0
000-05-29,4,8.694,0
000-05-29,5,136.246,111.453
000-05-29,6,438.783,407.809
000-05-29,7,1188.198,1138.551
000-05-29,8,1944.333,1870.996
000-05-29,9,2597.241,2499.528
000-05-29,10,3035.21,2919.111
000-05-29,11,3255.486,3129.521
000-05-29,12,3286.977,3159.568
000-05-29,13,3034.494,2918.426
000-05-29,14,2641.027,2541.549
000-05-29,15,1389.042,1333.577
000-05-29,16,1372.916,1317.932
000-05-29,17,602.405,567.762
000-05-29,18,303.797,275.677
000-05-29,19,35.589,12.68
000-05-29,20,0,0
000-05-29,21,0,0
000-05-29,22,0,0
000-05-29,23,0,0
000-05-30,0,0,0
000-05-30,1,0,0
000-05-30,2,0,0
000-05-30,3,0,0
000-05-30,4,11.523,0
000-05-30,5,135.862,111.077
000-05-30,6,452.647,421.371
000-05-30,7,1003.797,959.188
000-05-30,8,1482.469,1424.181
000-05-30,9,1068.929,1022.574
000-05-30,10,1266.9,1215.014
000-05-30,11,1598.47,1536.573
000-05-30,12,518.173,485.447
000-05-30,13,571.19,537.264
000-05-30,14,454.692,423.371
000-05-30,15,500.032,467.711
000-05-30,16,247.655,220.677
000-05-30,17,282.556,254.872
000-05-30,18,77.39,53.71
000-05-30,19,9.23,0
000-05-30,20,0,0
000-05-30,21,0,0
000-05-30,22,0,0
000-05-30,23,0,0
000-05-31,0,0,0
000-05-31,1,0,0
000-05-31,2,0,0
000-05-31,3,0,0
000-05-31,4,10.719,0
000-05-31,5,173.864,148.345
000-05-31,6,408.769,378.443
000-05-31,7,1028.779,983.505
000-05-31,8,1543.912,1483.727
000-05-31,9,2362.583,2274.049
000-05-31,10,2719.513,2616.831
000-05-31,11,3241.612,3116.281
000-05-31,12,3137.972,3017.322
000-05-31,13,3004.378,2889.626
000-05-31,14,2626.876,2527.971
000-05-31,15,2011.804,1936.116
000-05-31,16,1330.357,1276.627
000-05-31,17,601.459,566.838
000-05-31,18,263.159,235.869
000-05-31,19,32.691,9.836
000-05-31,20,0,0
000-05-31,21,0,0
000-05-31,22,0,0
000-05-31,23,0,0
000-06-01,0,0,0
000-06-01,1,0,0
000-06-01,2,0,0
000-06-01,3,0,0
000-06-01,4,11.647,0
000-06-01,5,124.828,100.254
000-06-01,6,411.742,381.352
000-06-01,7,1189.722,1140.032
000-06-01,8,1962.191,1888.235
000-06-01,9,2587.427,2490.108
000-06-01,10,3017.777,2902.441
000-06-01,11,3173.35,3051.113
000-06-01,12,3272.56,3145.814
000-06-01,13,2925.18,2813.854
000-06-01,14,1733.586,1667.341
000-06-01,15,306.485,278.31
000-06-01,16,244.558,217.642
000-06-01,17,654.87,619.002
000-06-01,18,298.095,270.093
000-06-01,19,41.636,18.617
000-06-01,20,0,0
000-06-01,21,0,0
000-06-01,22,0,0
000-06-01,23,0,0
000-06-02,0,0,0
000-06-02,1,0,0
000-06-02,2,0,0
000-06-02,3,0,0
000-06-02,4,9.298,0
000-06-02,5,139.107,114.26
000-06-02,6,428.345,397.597
000-06-02,7,959.08,915.65
000-06-02,8,1295.166,1242.464
000-06-02,9,2014.637,1938.85
000-06-02,10,2386.028,2296.598
000-06-02,11,2567.164,2470.654
000-06-02,12,2588.068,2490.722
000-06-02,13,2450.517,2358.598
000-06-02,14,2116.288,2036.884
000-06-02,15,1741.892,1675.375
000-06-02,16,1213.588,1163.224
000-06-02,17,608.05,573.277
000-06-02,18,266.446,239.089
000-06-02,19,38.658,15.694
000-06-02,20,0,0
000-06-02,21,0,0
000-06-02,22,0,0
000-06-02,23,0,0
000-06-03,0,0,0
000-06-03,1,0,0
000-06-03,2,0,0
000-06-03,3,0,0
000-06-03,4,13.704,0
000-06-03,5,155.141,129.986
000-06-03,6,465.516,433.958
000-06-03,7,1050.451,1004.595
000-06-03,8,1580.93,1519.586
000-06-03,9,2044.318,1967.483
000-06-03,10,2346.624,2258.697
000-06-03,11,2536.178,2440.899
000-06-03,12,2521.167,2426.482
000-06-03,13,2387.428,2297.945
000-06-03,14,2065.247,1987.67
000-06-03,15,1663.029,1599.074
000-06-03,16,1165.972,1116.947
000-06-03,17,603.977,569.297
000-06-03,18,273.119,245.626
000-06-03,19,40.682,17.681
000-06-03,20,0,0
000-06-03,21,0,0
000-06-03,22,0,0
000-06-03,23,0,0
000-06-04,0,0,0
000-06-04,1,0,0
000-06-04,2,0,0
000-06-04,3,0,0
000-06-04,4,13.406,0
000-06-04,5,153.994,128.861
000-06-04,6,454.467,423.151
000-06-04,7,1021.138,976.068
000-06-04,8,1549.611,1489.249
000-06-04,9,2013.206,1937.469
000-06-04,10,2338.996,2251.359
000-06-04,11,2552.515,2456.588
000-06-04,12,2484.254,2391.02
000-06-04,13,2342.318,2254.555
000-06-04,14,2043.175,1966.38
000-06-04,15,1638.601,1575.429
000-06-04,16,1000.818,956.288
000-06-04,17,488.246,456.187
000-06-04,18,226.126,199.579
000-06-04,19,35.293,12.391
000-06-04,20,0,0
000-06-04,21,0,0
000-06-04,22,0,0
000-06-04,23,0,0
000-06-05,0,0,0
000-06-05,1,0,0
000-06-05,2,0,0
000-06-05,3,0,0
000-06-05,4,3.067,0
000-06-05,5,52.082,28.871
000-06-05,6,138.289,113.458
000-06-05,7,371.801,342.263
000-06-05,8,662.809,626.754
000-06-05,9,2304.062,2217.743
000-06-05,10,2091.354,2012.844
000-06-05,11,1142.412,1094.043
000-06-05,12,2758.588,2654.292
000-06-05,13,551.089,517.621
000-06-05,14,377.524,347.864
000-06-05,15,628.743,593.488
000-06-05,16,698.467,661.564
000-06-05,17,732.614,694.888
000-06-05,18,256.329,229.177
000-06-05,19,0,0
000-06-05,20,0,0
000-06-05,21,0,0
000-06-05,22,0,0
000-06-05,23,0,0
000-06-06,0,0,0
000-06-06,1,0,0
000-06-06,2,0,0
000-06-06,3,0,0
000-06-06,4,6.205,0
000-06-06,5,65.119,41.667
000-06-06,6,183.184,157.483
000-06-06,7,431.593,400.775
000-06-06,8,541.822,508.564
000-06-06,9,532.349,499.305
000-06-06,10,751.151,712.975
000-06-06,11,1772.943,1705.403
000-06-06,12,1047.003,1001.24
000-06-06,13,832.054,791.878
000-06-06,14,778.189,739.351
000-06-06,15,565.188,531.399
000-06-06,16,748.878,710.757
000-06-06,17,348.995,319.937
000-06-06,18,239.138,212.331
000-06-06,19,0,0
000-06-06,20,0,0
000-06-06,21,0,0
000-06-06,22,0,0
000-06-06,23,0,0
000-06-07,0,0,0
000-06-07,1,0,0
000-06-07,2,0,0
000-06-07,3,0,0
000-06-07,4,6.208,0
000-06-07,5,65.468,42.01
000-06-07,6,196.423,170.463
000-06-07,7,297.361,269.374
000-06-07,8,548.269,514.865
000-06-07,9,748.789,710.67
000-06-07,10,983.896,939.814
000-06-07,11,1322.46,1268.962
000-06-07,12,1013.077,968.222
000-06-07,13,980.959,936.954
000-06-07,14,764.818,726.308
000-06-07,15,541.216,507.971
000-06-07,16,423.025,392.392
000-06-07,17,397.515,367.43
000-06-07,18,281.109,253.454
000-06-07,19,0,0
000-06-07,20,0,0
000-06-07,21,0,0
000-06-07,22,0,0
000-06-07,23,0,0
000-06-08,0,0,0
000-06-08,1,0,0
000-06-08,2,0,0
000-06-08,3,0,0
000-06-08,4,6.181,0
000-06-08,5,65.173,41.72
000-06-08,6,139.648,114.791
000-06-08,7,217.821,191.439
000-06-08,8,448.393,417.209
000-06-08,9,541.018,507.778
000-06-08,10,637.666,602.203
000-06-08,11,2111.634,2032.397
000-06-08,12,1039.049,993.5
000-06-08,13,821.98,782.056
000-06-08,14,838.662,798.32
000-06-08,15,787.518,748.449
000-06-08,16,1030.139,984.829
000-06-08,17,533.914,500.835
000-06-08,18,284.065,256.35
000-06-08,19,0,0
000-06-08,20,0,0
000-06-08,21,0,0
000-06-08,22,0,0
000-06-08,23,0,0
000-06-09,0,0,0
000-06-09,1,0,0
000-06-09,2,0,0
000-06-09,3,0,0
000-06-09,4,15.673,0
000-06-09,5,176.225,150.66
000-06-09,6,450.119,418.897
000-06-09,7,548.51,515.101
000-06-09,8,511.317,478.744
000-06-09,9,1246.534,1195.233
000-06-09,10,1377.755,1322.627
000-06-09,11,1810.316,1741.533
000-06-09,12,1084.492,1037.714
000-06-09,13,750.769,712.602
000-06-09,14,538.329,505.15
000-06-09,15,484.606,452.627
000-06-09,16,911.989,869.781
000-06-09,17,694.547,657.738
000-06-09,18,271.566,244.105
000-06-09,19,0,0
000-06-09,20,0,0
000-06-09,21,0,0
000-06-09,22,0,0
000-06-09,23,0,0
000-06-10,0,0,0
000-06-10,1,0,0
000-06-10,2,0,0
000-06-10,3,0,0
000-06-10,4,9.401,0
000-06-10,5,119.59,95.116
000-06-10,6,441.806,410.766
000-06-10,7,776.852,738.047
000-06-10,8,1018.701,973.695
000-06-10,9,721.106,683.659
000-06-10,10,2062.217,1984.747
000-06-10,11,2107.219,2028.14
000-06-10,12,2100.679,2021.835
000-06-10,13,2055.325,1978.101
000-06-10,14,1927.341,1854.589
000-06-10,15,372.551,342.997
000-06-10,16,513.812,481.184
000-06-10,17,349.693,320.621
000-06-10,18,108.895,84.624
000-06-10,19,0,0
000-06-10,20,0,0
000-06-10,21,0,0
000-06-10,22,0,0
000-06-10,23,0,0
000-06-11,0,0,0
000-06-11,1,0,0
000-06-11,2,0,0
000-06-11,3,0,0
000-06-11,4,6.292,0
000-06-11,5,66.057,42.588
000-06-11,6,224.907,198.383
000-06-11,7,284.598,256.872
000-06-11,8,567.512,533.671
000-06-11,9,874.955,833.695
000-06-11,10,1323.966,1270.424
000-06-11,11,1012.409,967.572
000-06-11,12,945.646,902.566
000-06-11,13,889.584,847.95
000-06-11,14,768.779,730.172
000-06-11,15,524.874,491.998
000-06-11,16,337.324,308.509
000-06-11,17,280.054,252.42
000-06-11,18,251.307,224.255
000-06-11,19,0,0
000-06-11,20,0,0
000-06-11,21,0,0
000-06-11,22,0,0
000-06-11,23,0,0
000-06-12,0,0,0
000-06-12,1,0,0
000-06-12,2,0,0
000-06-12,3,0,0
000-06-12,4,6.143,0
000-06-12,5,86.348,62.501
000-06-12,6,182.118,156.438
000-06-12,7,265.625,238.284
000-06-12,8,512.339,479.744
000-06-12,9,819.173,779.318
000-06-12,10,1566.253,1505.37
000-06-12,11,2327.909,2240.691
000-06-12,12,2964.25,2851.24
000-06-12,13,2808.283,2701.914
000-06-12,14,2521.201,2426.514
000-06-12,15,2137.268,2057.106
000-06-12,16,1429.901,1373.211
000-06-12,17,517.611,484.898
000-06-12,18,277.166,249.591
000-06-12,19,0,0
000-06-12,20,0,0
000-06-12,21,0,0
000-06-12,22,0,0
000-06-12,23,0,0
000-06-13,0,0,0
000-06-13,1,0,0
000-06-13,2,0,0
000-06-13,3,0,0
000-06-13,4,18.997,0
000-06-13,5,183.586,157.877
000-06-13,6,238.527,211.732
000-06-13,7,373.207,343.639
000-06-13,8,818.569,778.73
000-06-13,9,811.001,771.35
000-06-13,10,841.513,801.099
000-06-13,11,1382.406,1327.139
000-06-13,12,2387.696,2298.203
000-06-13,13,2260.585,2175.895
000-06-13,14,1994.403,1919.325
000-06-13,15,1784.247,1716.332
000-06-13,16,908.184,866.073
000-06-13,17,486.848,454.82
000-06-13,18,102.909,78.75
000-06-13,19,0,0
000-06-13,20,0,0
000-06-13,21,0,0
000-06-13,22,0,0
000-06-13,23,0,0
000-06-14,0,0,0
000-06-14,1,0,0
000-06-14,2,0,0
000-06-14,3,0,0
000-06-14,4,6.093,0
000-06-14,5,64.066,40.633
000-06-14,6,324.705,296.153
000-06-14,7,351.861,322.742
000-06-14,8,539.07,505.874
000-06-14,9,650.241,614.482
000-06-14,10,899.486,857.599
000-06-14,11,677.809,641.399
000-06-14,12,808.142,768.563
000-06-14,13,1062.078,1015.908
000-06-14,14,2219.029,2135.879
000-06-14,15,1822.477,1753.286
000-06-14,16,1292.984,1240.345
000-06-14,17,649.273,613.538
000-06-14,18,291.539,263.671
000-06-14,19,0,0
000-06-14,20,0,0
000-06-14,21,0,0
000-06-14,22,0,0
000-06-14,23,0,0
000-06-15,0,0,0
000-06-15,1,0,0
000-06-15,2,0,0
000-06-15,3,0,0
000-06-15,4,16.268,0
000-06-15,5,160.871,135.605
000-06-15,6,431.54,400.723
000-06-15,7,688.181,651.524
000-06-15,8,1264.827,1213.001
000-06-15,9,1017.378,972.408
000-06-15,10,2935.409,2823.644
000-06-15,11,2962.643,2849.704
000-06-15,12,1822.233,1753.051
000-06-15,13,2987.864,2873.831
000-06-15,14,2620.903,2522.239
000-06-15,15,2117.545,2038.095
000-06-15,16,1415.721,1359.458
000-06-15,17,683.275,646.735
000-06-15,18,251.672,224.614
000-06-15,19,0,0
